index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	21.729999999999233
1	Henrique Dourado	Fluminense	Atacante	21.729999999999233
2	Zé Rafael 	Bahia	Meia	21.350000000001618
3	Luan	Grêmio	Atacante	21.130000000001058
4	Hernanes	São Paulo	Meia	20.759999999998488
5	Lucca	Ponte Preta	Atacante	19.75
6	Diego	Flamengo	Meia	19.360000000000518
7	Nino Paraíba	Ponte Preta	Lateral	19.270000000000344
8	Gatito Fernández	Botafogo	Goleiro	18.360000000000515
9	Wilson	Coritiba	Goleiro	16.86999999999985
10	Thiago Neves	Cruzeiro	Meia	16.429999999998802
11	Ramiro	Grêmio	Meia	16.380000000000017
12	Fernando Prass	Palmeiras	Goleiro	15.40000000000001
13	Clayson	Corinthians	Atacante	15.370000000000289
14	Lucas Pratto	São Paulo	Atacante	15.349999999999973
15	Borja	Palmeiras	Atacante	15.089999999998081
16	Edson	Bahia	Meia	15.070000000000679
17	Yerry Mina	Palmeiras	Zagueiro	14.990000000000075
18	Diego Souza	Sport	Meia	14.940000000001056
19	Henrique Almeida	Coritiba	Atacante	14.87999999999955
20	Rodriguinho	Corinthians	Meia	14.589999999998138
21	Fred	Atlético-MG	Atacante	14.550000000001369
22	Régis	Bahia	Meia	14.379999999999368
23	Jean	Palmeiras	Lateral	14.230000000000977
24	Fábio	Cruzeiro	Goleiro	14.050000000001313
25	Everton	Flamengo	Meia	13.75
26	Jô	Corinthians	Atacante	13.69000000000094
27	Jucilei	São Paulo	Meia	13.510000000000488
28	Ángel Romero	Corinthians	Atacante	13.430000000000094
29	Gustavo Scarpa	Fluminense	Meia	13.360000000000491
30	Everton	Grêmio	Atacante	13.29000000000066
31	Nenê	Vasco	Meia	13.269999999998655
32	Robinho	Atlético-MG	Atacante	13.260000000000597
33	Diogo Barbosa	Cruzeiro	Lateral	13.209999999999296
34	Éverton Ribeiro	Flamengo	Meia	13.19999999999879
35	Bruno Silva	Botafogo	Meia	13.169999999998705
36	Pedro Geromel	Grêmio	Zagueiro	13.120000000001138
37	Sornoza	Fluminense	Meia	13.050000000001193
38	Renê Júnior	Bahia	Meia	12.930000000000268
39	Sidcley	Atlético-PR	Lateral	12.69000000000083
40	Alisson	Cruzeiro	Meia	12.660000000001615
41	Reinaldo	Chapecoense	Lateral	12.540000000000754
42	David Braz	Santos	Zagueiro	12.470000000000782
43	Balbuena	Corinthians	Zagueiro	12.459999999999246
44	Alejandro Guerra	Palmeiras	Meia	12.410000000001578
45	Fagner	Corinthians	Lateral	12.360000000000486
46	Jean	Bahia	Goleiro	12.339999999998433
47	Petros	São Paulo	Meia	11.839999999998515
48	Ricardo Oliveira	Santos	Atacante	11.76000000000051
49	André	Sport	Atacante	11.730000000001201
50	Wendel	Fluminense	Meia	11.650000000000974
51	Zeca	Santos	Lateral	11.620000000000955
52	Ramon	Vasco	Lateral	11.580000000001233
53	Cássio	Corinthians	Goleiro	11.540000000000743
54	Marcos Rocha	Atlético-MG	Lateral	11.540000000000743
55	Réver	Flamengo	Zagueiro	11.400000000000963
56	Rithely	Sport	Meia	11.389999999999523
57	Capa	Avaí	Lateral	11.370000000000918
58	Victor Luis	Botafogo	Lateral	11.34999999999904
59	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
60	Luis Fabiano	Vasco	Atacante	11.300000000000926
61	Marllon	Ponte Preta	Zagueiro	11.300000000000926
62	Gilberto 	Vasco	Lateral	11.25
63	Tomas Bastos	Coritiba	Meia	11.25
64	Júnior Tavares	São Paulo	Lateral	11.150000000000952
65	Tiago 	Bahia	Zagueiro	11.12999999999912
66	Cueva	São Paulo	Meia	11.08000000000121
67	Arthur 	Chapecoense	Atacante	11.08000000000121
68	Bruno Cortez	Grêmio	Lateral	10.959999999999262
69	Fernandinho	Grêmio	Atacante	10.90000000000094
70	Aranha	Ponte Preta	Goleiro	10.8399999999987
71	Kleber	Coritiba	Atacante	10.739999999999636
72	Patrick	Sport	Meia	10.72000000000072
73	Juninho	Bahia	Meia	10.650000000000928
74	Victor	Atlético-MG	Goleiro	10.629999999999201
75	Elias	Atlético-MG	Meia	10.599999999999074
76	Moisés	Palmeiras	Meia	10.489999999999677
77	Fagner Alemão	Avaí	Lateral	10.459999999999269
78	Wellington Paulista	Chapecoense	Atacante	10.440000000000508
79	Pablo	Corinthians	Zagueiro	10.360000000000467
80	Roger	Botafogo	Atacante	10.309999999999516
81	Rodrigo Caio	São Paulo	Zagueiro	10.309999999999516
82	Jean	Vasco	Meia	10.230000000000906
83	Geferson	Vitória	Lateral	10.220000000000699
84	Edigar Junio	Bahia	Atacante	10.209999999999273
85	Michel 	Grêmio	Meia	10.209999999999273
86	Igor Rabello	Botafogo	Zagueiro	10.190000000000463
87	Kannemann	Grêmio	Zagueiro	10.139999999999535
88	Matheus Savio	Flamengo	Meia	10.0999999999991
89	Guilherme	Atlético-PR	Meia	9.919999999998854
90	Anderson Martins	Vasco	Zagueiro	9.849999999999115
91	Marcos Guilherme 	São Paulo	Meia	9.809999999999608
92	Arrascaeta	Cruzeiro	Meia	9.7699999999992
93	Jonas	Coritiba	Meia	9.760000000000195
94	Allione	Bahia	Meia	9.739999999999808
95	Rildo	Coritiba	Atacante	9.70999999999928
96	Victor Ferraz	Santos	Lateral	9.690000000000367
97	Edílson	Grêmio	Lateral	9.660000000001032
98	Fernando Miguel	Vitória	Goleiro	9.629999999999388
99	Bruno Henrique	Palmeiras	Meia	9.620000000000609
100	Jefferson	Botafogo	Goleiro	9.569999999999741
101	Júnior Dutra	Avaí	Atacante	9.55999999999966
102	Rodrigo Lindoso	Botafogo	Meia	9.540000000000717
103	Thiago Heleno	Atlético-PR	Zagueiro	9.430000000000259
104	Rodinei	Flamengo	Lateral	9.430000000000259
105	Léo Moura	Grêmio	Lateral	9.410000000000966
106	Rafael Sobis	Cruzeiro	Atacante	9.410000000000966
107	Gabriel	Atlético-MG	Zagueiro	9.370000000000555
108	Wallace Reis 	Vitória	Zagueiro	9.370000000000555
109	Willian Arão	Flamengo	Meia	9.360000000000454
110	Willian Farias	Vitória	Meia	9.330000000001109
111	Leonardo Silva	Atlético-MG	Zagueiro	9.330000000001109
112	Rafael	Cruzeiro	Goleiro	9.319999999999741
113	Vitor Bueno	Santos	Meia	9.290000000000713
114	Guilherme Arana	Corinthians	Lateral	9.239999999999908
115	Rodrigo	Ponte Preta	Zagueiro	9.160000000000897
116	Arboleda	São Paulo	Zagueiro	9.13999999999955
117	Robinho	Cruzeiro	Meia	9.11000000000045
118	Yago Pikachu	Vasco	Lateral	9.11000000000045
119	Thiago Carleto	Coritiba	Lateral	9.08999999999912
120	Rodrigo Pimpão	Botafogo	Atacante	9.08000000000109
121	Leandro Silva	Avaí	Lateral	9.069999999999743
122	Pedro Henrique	Corinthians	Zagueiro	9.040000000000708
123	Marquinhos Gabriel	Corinthians	Meia	9.019999999999401
124	Mateus Vital	Vasco	Meia	8.970000000000635
125	Arnaldo	Botafogo	Lateral	8.959999999999292
126	Arthur	Grêmio	Meia	8.910000000000824
127	Renan Ribeiro	São Paulo	Goleiro	8.900000000000825
128	Edu Dracena	Palmeiras	Zagueiro	8.900000000000825
129	Léo	Cruzeiro	Zagueiro	8.889999999999551
130	Dedé	Cruzeiro	Zagueiro	8.860000000000449
131	Dodô	Coritiba	Lateral	8.830000000001073
132	Egídio	Palmeiras	Lateral	8.800000000000361
133	Manoel	Cruzeiro	Zagueiro	8.790000000000704
134	Diego Alves	Flamengo	Goleiro	8.790000000000704
135	Joel Carli	Botafogo	Zagueiro	8.769999999999476
136	Werley	Coritiba	Zagueiro	8.769999999999476
137	Douglas Friedrich	Avaí	Goleiro	8.759999999999986
138	Márcio Araújo	Flamengo	Meia	8.699999999999669
139	Luiz Antonio 	Chapecoense	Meia	8.650000000000807
140	Patric	Vitória	Lateral	8.589999999999273
141	Juninho	Palmeiras	Zagueiro	8.569999999999744
142	Marcelo Grohe	Grêmio	Goleiro	8.550000000000287
143	Cazares	Atlético-MG	Meia	8.529999999999394
144	Geuvânio	Flamengo	Atacante	8.529999999999394
145	Sander	Sport	Lateral	8.509999999999925
146	Neto Berola	Coritiba	Atacante	8.5
147	Nikão	Atlético-PR	Meia	8.5
148	Willian	Palmeiras	Atacante	8.5
149	Orejuela	Fluminense	Meia	8.440000000000078
150	Pará	Flamengo	Lateral	8.430000000000256
151	Rhodolfo	Flamengo	Zagueiro	8.430000000000256
152	Romulo	Avaí	Atacante	8.36000000000044
153	Conca	Flamengo	Meia	8.349999999999216
154	Jonathan	Atlético-PR	Lateral	8.349999999999216
155	Henrique	Fluminense	Zagueiro	8.30999999999996
156	Marcão Silva	Atlético-GO	Meia	8.269999999999635
157	Bruno Pacheco	Atlético-GO	Lateral	8.220000000000585
158	Lucas Barrios	Grêmio	Atacante	8.190000000000008
159	Kanu	Vitória	Zagueiro	8.180000000000256
160	Alan Costa	Vitória	Zagueiro	8.160000000000581
161	Ravanelli	Ponte Preta	Meia	8.160000000000581
162	André Lima	Vitória	Atacante	8.160000000000581
163	Gabriel	Corinthians	Meia	8.139999999999565
164	Apodi	Chapecoense	Lateral	8.120000000000237
165	Kieza	Vitória	Atacante	8.040000000000688
166	Valdívia	Atlético-MG	Meia	8.029999999999427
167	Wellington Silva	Fluminense	Atacante	8.019999999999724
168	Gilson	Botafogo	Lateral	7.959999999999314
169	Eduardo	Bahia	Lateral	7.939999999999935
170	Martín Silva	Vasco	Goleiro	7.870000000000162
171	Mauricio Kozlinski	Avaí	Goleiro	7.870000000000162
172	Felipe Santana	Atlético-MG	Zagueiro	7.860000000000431
173	Mendoza	Bahia	Atacante	7.860000000000431
174	Hernane	Bahia	Atacante	7.830000000000987
175	Vladimir Hernández	Santos	Atacante	7.650000000000722
176	Jadson	Corinthians	Meia	7.589999999999639
177	Juan	Flamengo	Zagueiro	7.560000000000186
178	Felipe Gedoz 	Atlético-PR	Meia	7.529999999999467
179	Roger Carvalho	Atlético-GO	Zagueiro	7.509999999999644
180	Alan Santos	Coritiba	Meia	7.459999999999326
181	Fernando Bob	Ponte Preta	Meia	7.459999999999326
182	Ribamar	Atlético-PR	Atacante	7.459999999999326
183	Jailson	Palmeiras	Goleiro	7.450000000000101
184	Ronaldo Alves	Sport	Zagueiro	7.43000000000025
185	Sassá	Cruzeiro	Atacante	7.43000000000025
186	Walter	Atlético-GO	Atacante	7.419999999999056
187	Naldo	Ponte Preta	Meia	7.349999999999309
188	Otero	Atlético-MG	Meia	7.339999999999745
189	Buffarini	São Paulo	Lateral	7.2799999999994895
190	Rafael Vaz	Flamengo	Zagueiro	7.270000000000026
191	Maicon	Grêmio	Meia	7.25999999999956
192	Mayke	Palmeiras	Lateral	7.240000000000445
193	Brenner	Botafogo	Atacante	7.220000000000505
194	Marcelo Oliveira	Grêmio	Lateral	7.200000000000206
195	Maycon	Corinthians	Meia	7.200000000000206
196	Henrique	Vasco	Lateral	7.200000000000206
197	Maicosuel	São Paulo	Meia	7.180000000000248
198	Felipe Melo	Palmeiras	Meia	7.150000000000671
199	Wellington Nem	São Paulo	Atacante	7.130000000000095
200	Neilton	Vitória	Atacante	7.069999999999752
201	Cuéllar	Flamengo	Meia	7.009999999999473
202	Paulinho	Atlético-GO	Meia	6.979999999999839
203	Hudson	Cruzeiro	Meia	6.900000000000642
204	Rafael Thyere	Grêmio	Zagueiro	6.869999999999804
205	Sidão	São Paulo	Goleiro	6.860000000000409
206	Keno	Palmeiras	Atacante	6.860000000000409
207	Rogério	Sport	Atacante	6.860000000000409
208	Betão	Avaí	Zagueiro	6.830000000000876
209	Alison	Santos	Meia	6.8199999999997525
210	Lucas Romero	Cruzeiro	Meia	6.810000000000462
211	Diego Rosa	Atlético-GO	Meia	6.799999999999612
212	Cléber Reis	Coritiba	Zagueiro	6.7799999999995375
213	Marcos Vinícius	Botafogo	Meia	6.709999999999348
214	Renato Cajá	Ponte Preta	Meia	6.700000000000438
215	Juninho	Vitória	Lateral	6.689999999999488
216	Zé Roberto	Palmeiras	Lateral	6.619999999999697
217	Rafinha	Cruzeiro	Meia	6.610000000000402
218	Michel Bastos	Palmeiras	Meia	6.599999999999395
219	Ezequiel 	Cruzeiro	Lateral	6.569999999999755
220	Léo Gamalho	Ponte Preta	Atacante	6.529999999999563
221	Paulo Victor	Grêmio	Goleiro	6.490000000000697
222	Trauco	Flamengo	Lateral	6.479999999999621
223	William Matheus	Coritiba	Lateral	6.45000000000051
224	Renato	Santos	Meia	6.45000000000051
225	Luiz Otávio 	Chapecoense	Zagueiro	6.400000000000579
226	Tchê Tchê	Palmeiras	Meia	6.3499999999994285
227	Euller 	Vitória	Lateral	6.310000000000543
228	Vinícius	Bahia	Meia	6.279999999999593
229	Marcio	Coritiba	Zagueiro	6.279999999999593
230	Mancuello	Flamengo	Meia	6.279999999999593
231	Lucas Fonseca	Bahia	Zagueiro	6.270000000000377
232	Deyverson	Palmeiras	Atacante	6.240000000000661
233	Renê	Flamengo	Lateral	6.2200000000004
234	Seijas	Chapecoense	Meia	6.209999999999367
235	Magrão	Sport	Goleiro	6.189999999999472
236	Uillian Correia	Vitória	Meia	6.180000000000243
237	Tiago Real	Coritiba	Meia	6.159999999999867
238	Copete	Santos	Atacante	6.069999999999759
239	Róger Guedes	Palmeiras	Atacante	6.040000000000627
240	Thiago Santos	Palmeiras	Meia	6.029999999999624
241	Guilherme	Botafogo	Atacante	6.020000000000374
242	Thomás	Sport	Meia	6.0
243	Gustavo Henrique	Santos	Zagueiro	6.0
244	Lucho González	Atlético-PR	Meia	5.979999999999626
245	Luan	Palmeiras	Zagueiro	5.909999999999868
246	Emerson Silva	Botafogo	Zagueiro	5.900000000000505
247	Clayton	Atlético-MG	Atacante	5.8899999999996195
248	Durval	Sport	Zagueiro	5.869999999999747
249	Henrique	Cruzeiro	Meia	5.869999999999747
250	Leandro Salino	Vitória	Lateral	5.869999999999747
251	Eduardo da Silva	Atlético-PR	Atacante	5.869999999999747
252	Leandro Pereira	Sport	Atacante	5.860000000000379
253	Douglas Grolli	Chapecoense	Zagueiro	5.790000000000616
254	David	Vitória	Atacante	5.790000000000616
255	Matheus Fernandes	Botafogo	Meia	5.759999999999418
256	Léo	Coritiba	Lateral	5.759999999999418
257	Marcos Calazans	Fluminense	Atacante	5.759999999999418
258	Matheus Ribeiro	Santos	Lateral	5.759999999999418
259	Aderllan Santos	São Paulo	Zagueiro	5.700000000000482
260	Matheus Galdezani	Coritiba	Meia	5.659999999999868
261	Jorginho	Atlético-GO	Meia	5.659999999999868
262	Diego Tavares	Avaí	Lateral	5.650000000000463
263	Airton	Botafogo	Meia	5.63000000000022
264	Judson	Avaí	Meia	5.610000000000371
265	Lucas Lima	Santos	Meia	5.580000000000682
266	Wanderson	Atlético-PR	Zagueiro	5.569999999999763
267	Gum	Fluminense	Zagueiro	5.56000000000044
268	Edimar	São Paulo	Lateral	5.529999999999695
269	Luan	Atlético-MG	Atacante	5.520000000000369
270	Richard	Fluminense	Meia	5.490000000000532
271	Cleiton Xavier	Vitória	Meia	5.479999999999631
272	Marlone	Atlético-MG	Meia	5.479999999999631
273	Santos	Atlético-PR	Goleiro	5.430000000000236
274	Tréllez	Vitória	Atacante	5.41999999999935
275	Anselmo	Sport	Meia	5.389999999999638
276	Bruno Paulista	Vasco	Meia	5.349999999999593
277	Mena	Sport	Lateral	5.349999999999593
278	Lucas Silva	Cruzeiro	Meia	5.349999999999593
279	Andrigo	Atlético-GO	Meia	5.299999999999537
280	Alex Silva	Atlético-MG	Lateral	5.2900000000005925
281	Ariel Cabral	Cruzeiro	Meia	5.2900000000005925
282	Fernandinho	Ponte Preta	Lateral	5.259999999999515
283	Marcelo	Botafogo	Zagueiro	5.25
